50;date;money; ;75;date;money; ;100;date;money; ;125;date;money; ;150;date;money; ;
1531;08.01.2013 10:00:00;99,99; ;1531;08.01.2013 10:00:00;99,99; ;1531;08.01.2013 10:00:00;99,99; ;1531;08.01.2013 10:00:00;99,99; ;1531;08.01.2013 10:00:00;99,99; ;
1707;09.01.2013 11:14:00;100,95; ;1739;09.01.2013 13:46:00;101,18; ;1770;09.01.2013 18:03:00;101,18; ;1814;10.01.2013 11:20:00;101,16; ;1883;10.01.2013 19:30:00;101,72; ;
1793;09.01.2013 23:02:00;100,51; ;1830;10.01.2013 12:48:00;101,14; ;1858;10.01.2013 16:34:00;101,12; ;1880;10.01.2013 19:06:00;100,45; ;1889;10.01.2013 19:58:00;101,8; ;
1853;10.01.2013 15:59:00;100,48; ;2234;15.01.2013 14:05:00;103,77; ;2269;15.01.2013 17:12:00;102,84; ;2294;15.01.2013 18:41:00;101,55; ;2320;15.01.2013 22:09:00;103,27; ;
1873;10.01.2013 18:14:00;100,59; ;2464;16.01.2013 21:39:00;104,74; ;2492;17.01.2013 11:31:00;102,7; ;2513;17.01.2013 12:45:00;101,15; ;2538;17.01.2013 14:29:00;102,61; ;
2216;15.01.2013 12:44:00;103,03; ;2872;21.01.2013 16:06:00;108,57; ;2974;22.01.2013 12:51:00;104,83; ;2981;22.01.2013 13:10:00;102,88; ;3001;22.01.2013 14:26:00;104,12; ;
2437;16.01.2013 17:33:00;103,84; ;2889;21.01.2013 18:25:00;108,64; ;3139;23.01.2013 12:48:00;104,52; ;3170;23.01.2013 14:59:00;101,99; ;3200;23.01.2013 17:31:00;103,21; ;
2826;21.01.2013 11:51:00;107,2; ;2964;22.01.2013 12:32:00;107,88; ;3292;24.01.2013 12:31:00;104,18; ;3310;24.01.2013 13:39:00;101,12; ;3332;24.01.2013 14:56:00;102,11; ;
2870;21.01.2013 15:55:00;106,73; ;3094;23.01.2013 10:06:00;108,1; ;3439;25.01.2013 10:01:00;104,2; ;3475;25.01.2013 12:05:00;100,88; ;3504;25.01.2013 13:49:00;101,31; ;
2943;22.01.2013 10:59:00;106,08; ;3271;24.01.2013 11:16:00;107,73; ;3973;29.01.2013 16:16:00;108,46; ;3996;29.01.2013 17:37:00;104,89; ;4022;29.01.2013 19:10:00;104,64; ;
3061;22.01.2013 20:18:00;106,64; ;3404;24.01.2013 19:43:00;107,3; ;4088;30.01.2013 11:21:00;107,73; ;4117;30.01.2013 12:37:00;103,48; ;4123;30.01.2013 12:47:00;103,16; ;
3132;23.01.2013 12:23:00;106,57; ;3486;25.01.2013 12:42:00;107,46; ;4252;30.01.2013 19:58:00;107,88; ;4288;30.01.2013 23:43:00;103; ;4321;31.01.2013 11:10:00;102,33; ;
3164;23.01.2013 14:31:00;105,9; ;3498;25.01.2013 13:22:00;107,25; ;4374;31.01.2013 13:06:00;106,9; ;4387;31.01.2013 13:36:00;102,04; ;4398;31.01.2013 13:56:00;100,65; ;
3241;23.01.2013 21:38:00;105,79; ;3955;29.01.2013 15:18:00;110,51; ;4668;01.02.2013 14:24:00;107,41; ;4692;01.02.2013 15:11:00;101,31; ;4710;01.02.2013 16:05:00;99,66; ;
3386;24.01.2013 18:35:00;106,24; ;4058;29.01.2013 23:29:00;109,89; ;4869;04.02.2013 11:09:00;108,28; ;4912;04.02.2013 12:48:00;100,87; ;4949;04.02.2013 14:43:00;99,5; ;
3449;25.01.2013 10:30:00;105,91; ;4225;30.01.2013 18:14:00;110,09; ;4980;04.02.2013 16:10:00;107,63; ;4979;04.02.2013 16:07:00;99,96; ;4992;04.02.2013 16:43:00;98,78; ;
3492;25.01.2013 13:03:00;105,15; ;4366;31.01.2013 12:54:00;108,68; ;5182;05.02.2013 16:11:00;107,66; ;5214;05.02.2013 18:00:00;100,28; ;5248;05.02.2013 20:56:00;98,88; ;
3844;29.01.2013 11:06:00;108,92; ;4486;31.01.2013 18:05:00;108,79; ;5426;06.02.2013 18:08:00;106,39; ;5447;06.02.2013 19:20:00;99,34; ;5466;06.02.2013 20:18:00;98,12; ;
3876;29.01.2013 12:21:00;107,88; ;4527;31.01.2013 20:10:00;108,15; ;5890;08.02.2013 12:54:00;107,98; ;5928;08.02.2013 14:37:00;100,21; ;5954;08.02.2013 15:30:00;98,56; ;
3937;29.01.2013 14:30:00;106,66; ;4632;01.02.2013 12:50:00;107,8; ;6332;11.02.2013 20:29:00;109,77; ;6343;11.02.2013 21:24:00;101,23; ;6357;11.02.2013 22:32:00;98,93; ;
4014;29.01.2013 18:34:00;106,72; ;4824;01.02.2013 22:59:00;108,37; ;6466;12.02.2013 13:32:00;108,54; ;6489;12.02.2013 14:40:00;99,79; ;6503;12.02.2013 15:03:00;96,97; ;
4197;30.01.2013 16:57:00;107,89; ;4963;04.02.2013 15:24:00;107,57; ;6713;13.02.2013 15:09:00;108,54; ;6729;13.02.2013 15:38:00;99,87; ;6761;13.02.2013 16:43:00;96,74; ;
4286;30.01.2013 23:27:00;108,02; ;5154;05.02.2013 14:14:00;108,33; ;6826;13.02.2013 19:43:00;108,03; ;6874;14.02.2013 10:21:00;99,42; ;6943;14.02.2013 12:56:00;95,22; ;
4312;31.01.2013 10:52:00;107,6; ;5404;06.02.2013 17:16:00;108,83; ;6910;14.02.2013 11:47:00;107,15; ;6923;14.02.2013 12:17:00;98,76; ;7110;14.02.2013 18:25:00;92,75; ;
4360;31.01.2013 12:43:00;106,05; ;5862;08.02.2013 11:44:00;111,37; ;6949;14.02.2013 13:04:00;103,85; ;6944;14.02.2013 12:57:00;96,74; ;7629;18.02.2013 23:25:00;93,83; ;
4450;31.01.2013 16:54:00;105,85; ;5924;08.02.2013 14:32:00;111,39; ;7066;14.02.2013 17:05:00;100,95; ;7090;14.02.2013 17:53:00;94,84; ;8008;20.02.2013 17:01:00;95,07; ;
4512;31.01.2013 19:11:00;104,86; ;5954;08.02.2013 15:30:00;110,29; ;7613;18.02.2013 20:00:00;102,61; ;7612;18.02.2013 19:43:00;96,66; ;8368;22.02.2013 11:31:00;95,58; ;
4600;01.02.2013 11:22:00;103,92; ;6318;11.02.2013 19:26:00;110,56; ;7954;20.02.2013 14:46:00;103,87; ;7979;20.02.2013 15:49:00;97,83; ;8514;25.02.2013 10:08:00;94,98; ;
4660;01.02.2013 13:47:00;103,77; ;6438;12.02.2013 12:29:00;109,95; ;8086;20.02.2013 21:28:00;103,8; ;8333;21.02.2013 23:09:00;98,84; ;8674;25.02.2013 22:18:00;95,16; ;
4674;01.02.2013 14:40:00;103,72; ;6701;13.02.2013 14:17:00;111,14; ;8129;21.02.2013 10:41:00;102,57; ;8493;22.02.2013 20:11:00;98,64; ;8719;26.02.2013 11:15:00;93,71; ;
4676;01.02.2013 14:44:00;103,81; ;6799;13.02.2013 18:10:00;110,78; ;8291;21.02.2013 18:40:00;102,5; ;8632;25.02.2013 18:28:00;98; ;9008;27.02.2013 14:57:00;94,58; ;
4677;01.02.2013 14:46:00;103,66; ;6880;14.02.2013 10:40:00;110,7; ;8470;22.02.2013 18:22:00;102,4; ;8713;26.02.2013 10:50:00;96,29; ;9010;27.02.2013 15:06:00;94,38; ;
4766;01.02.2013 18:04:00;103,89; ;6946;14.02.2013 13:01:00;108,97; ;8600;25.02.2013 15:52:00;101,9; ;8958;27.02.2013 12:12:00;96,95; ;9213;28.02.2013 15:08:00;94,06; ;
4810;01.02.2013 20:52:00;103,56; ;7043;14.02.2013 15:52:00;107,46; ;8701;26.02.2013 10:15:00;99,87; ;9030;27.02.2013 16:24:00;96,49; ;9441;01.03.2013 14:43:00;93,56; ;
4844;04.02.2013 10:12:00;103,13; ;7475;18.02.2013 12:46:00;111,39; ;8931;27.02.2013 10:03:00;100,01; ;9182;28.02.2013 13:15:00;95,77; ;9808;05.03.2013 12:06:00;92,7; ;
4897;04.02.2013 12:17:00;103,16; ;7506;18.02.2013 14:11:00;111,66; ;9014;27.02.2013 15:16:00;98,9; ;9428;01.03.2013 14:06:00;94,69; ;10298;07.03.2013 23:05:00;93,74; ;
4904;04.02.2013 12:28:00;102,97; ;7594;18.02.2013 18:22:00;110,43; ;9157;28.02.2013 11:31:00;98,05; ;9791;05.03.2013 11:00:00;94,01; ;10442;12.03.2013 10:00:00;93,69; ;
4917;04.02.2013 12:57:00;102,55; ;7927;20.02.2013 13:35:00;112,49; ;9283;28.02.2013 18:44:00;98,62; ;10268;07.03.2013 19:01:00;95; ;10492;12.03.2013 14:08:00;93,06; ;
4921;04.02.2013 13:07:00;102,28; ;8056;20.02.2013 19:14:00;112,71; ;9306;28.02.2013 20:10:00;98,71; ;10409;11.03.2013 17:02:00;94,64; ;10952;15.03.2013 11:29:00;93,67; ;
4957;04.02.2013 15:07:00;101,72; ;8119;21.02.2013 10:10:00;110,91; ;9408;01.03.2013 13:02:00;98,11; ;10486;12.03.2013 13:37:00;94,01; ;11095;18.03.2013 10:18:00;90,07; ;
5129;05.02.2013 12:27:00;102,43; ;8249;21.02.2013 16:37:00;111,06; ;9765;04.03.2013 23:17:00;99,32; ;10924;14.03.2013 20:48:00;95,35; ;11754;20.03.2013 13:46:00;91,02; ;
5239;05.02.2013 19:48:00;102,58; ;8447;22.02.2013 16:46:00;111,39; ;10245;07.03.2013 17:36:00;101,75; ;11084;18.03.2013 10:00:00;92,89; ;12113;21.03.2013 19:06:00;92,02; ;
5261;06.02.2013 10:01:00;102,23; ;8588;25.02.2013 14:25:00;111,06; ;10379;11.03.2013 14:07:00;101,79; ;11376;19.03.2013 11:26:00;93,88; ;12463;25.03.2013 16:54:00;93,56; ;
5380;06.02.2013 16:15:00;102,55; ;8686;25.02.2013 23:05:00;110,15; ;10469;12.03.2013 11:54:00;101,4; ;11434;19.03.2013 13:28:00;92,02; ;12548;25.03.2013 20:18:00;91,75; ;
5532;07.02.2013 11:09:00;104,19; ;8907;26.02.2013 21:33:00;111,62; ;10892;14.03.2013 17:53:00;102,79; ;11571;19.03.2013 19:43:00;91,48; ;13209;28.03.2013 10:33:00;92,95; ;
5557;07.02.2013 12:02:00;103,29; ;8990;27.02.2013 13:56:00;111,04; ;11061;15.03.2013 20:00:00;102,08; ;11631;19.03.2013 22:32:00;91,04; ;13667;01.04.2013 11:56:00;94,45; ;
5630;07.02.2013 14:25:00;102,86; ;9134;28.02.2013 10:00:00;110,38; ;11352;19.03.2013 10:03:00;105,66; ;11736;20.03.2013 13:18:00;90,41; ;13822;01.04.2013 20:12:00;94,68; ;
5668;07.02.2013 16:02:00;102,54; ;9247;28.02.2013 17:13:00;109,86; ;11427;19.03.2013 13:18:00;103,97; ;12091;21.03.2013 17:59:00;92,16; ;13886;02.04.2013 11:28:00;95,68; ;
5835;08.02.2013 10:49:00;102,58; ;9294;28.02.2013 19:23:00;109; ;11540;19.03.2013 17:57:00;102,31; ;12435;25.03.2013 13:49:00;93,28; ;14003;02.04.2013 16:51:00;96,11; ;
5892;08.02.2013 13:01:00;102,02; ;9382;01.03.2013 11:53:00;107,89; ;11617;19.03.2013 21:49:00;100,67; ;12532;25.03.2013 19:27:00;90,79; ;14350;03.04.2013 21:43:00;95,98; ;
5941;08.02.2013 14:58:00;101,43; ;9552;01.03.2013 22:10:00;108,07; ;11712;20.03.2013 12:17:00;98,78; ;12720;26.03.2013 14:49:00;90,26; ;14477;04.04.2013 13:57:00;94,08; ;
6153;11.02.2013 12:14:00;103,07; ;9604;04.03.2013 11:45:00;106,92; ;12062;21.03.2013 16:22:00;100,4; ;12771;26.03.2013 16:20:00;89,28; ;14696;05.04.2013 11:44:00;93,14; ;
6185;11.02.2013 13:36:00;103,29; ;9710;04.03.2013 18:05:00;106,63; ;12409;25.03.2013 11:42:00;102,18; ;13171;27.03.2013 22:45:00;89,61; ;14957;08.04.2013 11:28:00;92,5; ;
6305;11.02.2013 18:41:00;102,86; ;9915;05.03.2013 18:28:00;107,94; ;12518;25.03.2013 19:04:00;99,36; ;13640;01.04.2013 10:22:00;91,06; ;15580;11.04.2013 15:43:00;94,39; ;
6409;12.02.2013 11:35:00;102,75; ;9930;05.03.2013 19:59:00;107,65; ;12677;26.03.2013 13:03:00;98,61; ;13783;01.04.2013 17:53:00;90,6; ;16294;16.04.2013 13:59:00;97,95; ;
6417;12.02.2013 11:54:00;102,74; ;10202;07.03.2013 14:13:00;108,88; ;12753;26.03.2013 15:48:00;97,17; ;13869;02.04.2013 10:31:00;89,78; ;16519;17.04.2013 11:42:00;96,31; ;
6421;12.02.2013 11:58:00;102,69; ;10216;07.03.2013 15:25:00;108,74; ;12912;27.03.2013 11:18:00;96,67; ;13971;02.04.2013 15:35:00;89,74; ;16788;17.04.2013 22:41:00;96,15; ;
6579;12.02.2013 19:09:00;104,28; ;10219;07.03.2013 15:41:00;108,67; ;12971;27.03.2013 13:09:00;95,47; ;14079;02.04.2013 21:31:00;90,48; ;17135;19.04.2013 10:18:00;98,19; ;
6615;12.02.2013 23:43:00;104,02; ;10355;11.03.2013 12:24:00;108,72; ;13143;27.03.2013 20:42:00;95,16; ;14107;03.04.2013 10:08:00;90,57; ;17182;19.04.2013 12:08:00;98,46; ;
6676;13.02.2013 12:52:00;103,47; ;10445;12.03.2013 10:04:00;108,33; ;13595;29.03.2013 19:05:00;97,21; ;14336;03.04.2013 20:59:00;90,25; ;17617;22.04.2013 17:39:00;97,26; ;
6770;13.02.2013 17:06:00;103,39; ;10858;14.03.2013 16:12:00;110,8; ;13762;01.04.2013 17:08:00;96,91; ;14464;04.04.2013 13:21:00;88,57; ;17889;23.04.2013 16:52:00;97,26; ;
6850;13.02.2013 21:59:00;103,37; ;11046;15.03.2013 18:34:00;110,87; ;13850;01.04.2013 23:33:00;95,45; ;14658;05.04.2013 10:10:00;88,41; ;18478;25.04.2013 18:32:00;98,52; ;
6946;14.02.2013 13:01:00;101,59; ;11320;18.03.2013 21:56:00;115,07; ;13941;02.04.2013 14:17:00;94,08; ;14934;08.04.2013 10:09:00;88,78; ;18741;26.04.2013 18:01:00;98,76; ;
7015;14.02.2013 14:50:00;100,18; ;11409;19.03.2013 12:45:00;113,51; ;14034;02.04.2013 17:56:00;93,86; ;15561;11.04.2013 14:44:00;90,81; ;18817;26.04.2013 21:59:00;98,37; ;
7292;15.02.2013 15:37:00;102,71; ;11515;19.03.2013 16:50:00;111,99; ;14093;02.04.2013 23:11:00;93,82; ;16271;16.04.2013 13:05:00;94,68; ;18984;29.04.2013 15:27:00;98,46; ;
7342;15.02.2013 18:20:00;102,11; ;11593;19.03.2013 20:30:00;110,57; ;14325;03.04.2013 20:32:00;93,7; ;16504;17.04.2013 11:22:00;94,75; ;19008;29.04.2013 16:30:00;98,24; ;
7434;18.02.2013 10:46:00;101,97; ;11686;20.03.2013 11:12:00;109,45; ;14452;04.04.2013 12:51:00;92,32; ;16747;17.04.2013 20:28:00;96,08; ;19216;30.04.2013 13:58:00;97,04; ;
7482;18.02.2013 13:03:00;101,25; ;12038;21.03.2013 14:51:00;112,02; ;14614;04.04.2013 21:46:00;92,09; ;17095;18.04.2013 22:25:00;97,24; ;20059;06.05.2013 18:07:00;102,67; ;
7578;18.02.2013 17:53:00;100,9; ;12394;25.03.2013 10:35:00;113,98; ;14907;05.04.2013 21:57:00;92,97; ;17168;19.04.2013 11:43:00;96,33; ;20177;07.05.2013 12:28:00;101,72; ;
7901;20.02.2013 12:22:00;103,54; ;12499;25.03.2013 18:13:00;112,6; ;15539;11.04.2013 13:20:00;96,04; ;17601;22.04.2013 17:13:00;95,56; ;20546;08.05.2013 23:24:00;104,38; ;
8029;20.02.2013 17:46:00;103,63; ;12643;26.03.2013 11:58:00;113,14; ;16244;16.04.2013 12:06:00;99,97; ;17860;23.04.2013 15:32:00;95,81; ;20558;10.05.2013 10:24:00;105,11; ;
8096;20.02.2013 22:40:00;103,3; ;12733;26.03.2013 15:16:00;111,67; ;16470;17.04.2013 10:11:00;100,57; ;18464;25.04.2013 18:04:00;97; ;20673;10.05.2013 17:05:00;103,66; ;
8214;21.02.2013 14:47:00;104,5; ;12876;26.03.2013 23:48:00;111,56; ;16708;17.04.2013 18:37:00;102,63; ;18710;26.04.2013 16:41:00;97,09; ;21009;14.05.2013 10:01:00;104,42; ;
8290;21.02.2013 18:38:00;104,5; ;12953;27.03.2013 12:32:00;110,21; ;17059;18.04.2013 19:58:00;103,97; ;18806;26.04.2013 21:18:00;96,29; ;21280;15.05.2013 10:23:00;105,22; ;
8320;21.02.2013 21:39:00;104,47; ;13122;27.03.2013 19:21:00;110,18; ;17146;19.04.2013 11:01:00;103,33; ;18927;29.04.2013 12:45:00;96,21; ;21576;16.05.2013 12:47:00;105,41; ;
8423;22.02.2013 15:26:00;104,31; ;13553;29.03.2013 15:26:00;112,68; ;17297;19.04.2013 16:24:00;103,42; ;18999;29.04.2013 16:07:00;95,84; ;21663;16.05.2013 16:52:00;104,39; ;
8582;25.02.2013 13:59:00;103,61; ;13744;01.04.2013 16:04:00;112,14; ;17329;19.04.2013 17:33:00;103,12; ;19199;30.04.2013 13:09:00;94,82; ;21877;17.05.2013 15:46:00;102,76; ;
8657;25.02.2013 20:18:00;103,15; ;13826;01.04.2013 20:50:00;110,49; ;17432;19.04.2013 23:40:00;102,83; ;20008;06.05.2013 15:23:00;100,71; ;22852;23.05.2013 10:44:00;105,53; ;
8879;26.02.2013 20:00:00;105,02; ;13913;02.04.2013 12:29:00;109,4; ;17437;22.04.2013 10:10:00;101,87; ;20122;07.05.2013 10:16:00;100,93; ;23520;27.05.2013 12:42:00;109,72; ;
8969;27.02.2013 12:39:00;104,62; ;13999;02.04.2013 16:42:00;108,76; ;17581;22.04.2013 16:27:00;100,78; ;20137;07.05.2013 11:01:00;100,69; ;23584;27.05.2013 14:59:00;109,22; ;
9111;27.02.2013 21:30:00;104,79; ;14068;02.04.2013 19:47:00;107,92; ;17839;23.04.2013 14:40:00;101,87; ;20192;07.05.2013 13:26:00;99,51; ;23735;28.05.2013 11:43:00;107,2; ;
9216;28.02.2013 15:14:00;104,74; ;14274;03.04.2013 17:54:00;108,03; ;18450;25.04.2013 17:41:00;103,85; ;20475;08.05.2013 17:05:00;101,12; ;23935;28.05.2013 23:25:00;105,65; ;
9277;28.02.2013 18:32:00;104,37; ;14439;04.04.2013 12:25:00;106,76; ;18686;26.04.2013 15:23:00;104,36; ;20542;08.05.2013 22:46:00;100,23; ;24474;30.05.2013 20:05:00;108,42; ;
9360;01.03.2013 10:55:00;103,92; ;14579;04.04.2013 18:38:00;105,93; ;18784;26.04.2013 19:53:00;103,03; ;20659;10.05.2013 16:28:00;98,52; ;24524;31.05.2013 10:05:00;108,33; ;
9517;01.03.2013 18:33:00;104,58; ;14669;05.04.2013 10:56:00;105,61; ;18892;29.04.2013 11:34:00;102,09; ;20980;13.05.2013 20:26:00;99,07; ;24552;31.05.2013 10:58:00;108,18; ;
9587;04.03.2013 10:57:00;104,19; ;14700;05.04.2013 11:54:00;105,09; ;18977;29.04.2013 15:07:00;101,31; ;21235;14.05.2013 19:48:00;99,39; ;24610;31.05.2013 12:45:00;106,14; ;
9671;04.03.2013 15:04:00;104,33; ;14880;05.04.2013 19:28:00;105,17; ;19180;30.04.2013 12:10:00;100,86; ;21534;16.05.2013 10:57:00;100,38; ;25018;03.06.2013 14:13:00;104,39; ;
9751;04.03.2013 21:53:00;104,14; ;15523;11.04.2013 12:22:00;108,4; ;19760;03.05.2013 15:59:00;105,63; ;21639;16.05.2013 15:46:00;100,51; ;25203;03.06.2013 21:02:00;103,07; ;
9776;05.03.2013 10:04:00;102,82; ;16073;15.04.2013 18:05:00;113,41; ;19812;03.05.2013 17:50:00;103,58; ;21860;17.05.2013 15:22:00;99,57; ;25308;04.06.2013 12:02:00;101,21; ;
9866;05.03.2013 15:57:00;102,75; ;16114;15.04.2013 20:09:00;113,46; ;19970;06.05.2013 13:14:00;103,23; ;22843;23.05.2013 10:25:00;102,58; ;25473;04.06.2013 17:49:00;99,81; ;
9911;05.03.2013 18:02:00;102,25; ;16217;16.04.2013 11:17:00;112,57; ;20077;06.05.2013 19:15:00;103,06; ;23473;27.05.2013 10:53:00;106,23; ;25782;05.06.2013 16:31:00;101,54; ;
10158;07.03.2013 10:31:00;103,38; ;16432;16.04.2013 20:43:00;112,42; ;20130;07.05.2013 10:46:00;102,81; ;23565;27.05.2013 14:14:00;104,9; ;25827;05.06.2013 18:15:00;101,35; ;
10182;07.03.2013 12:30:00;103,14; ;16674;17.04.2013 17:20:00;114,32; ;20192;07.05.2013 13:26:00;101,74; ;23718;28.05.2013 11:04:00;103,06; ;26063;06.06.2013 14:36:00;101,77; ;
10197;07.03.2013 13:35:00;103,11; ;17024;18.04.2013 18:23:00;115,32; ;20441;08.05.2013 14:45:00;103,21; ;23909;28.05.2013 21:55:00;102,08; ;26156;06.06.2013 17:51:00;101,11; ;
10210;07.03.2013 14:55:00;102,82; ;17129;19.04.2013 10:11:00;113,67; ;20527;08.05.2013 21:26:00;101,81; ;24361;30.05.2013 15:50:00;105,08; ;26332;07.06.2013 11:26:00;100,22; ;
10230;07.03.2013 16:24:00;102,2; ;17252;19.04.2013 14:47:00;113,22; ;20635;10.05.2013 15:16:00;100,44; ;24393;30.05.2013 16:50:00;104,7; ;26829;10.06.2013 19:00:00;101,78; ;
10328;11.03.2013 10:41:00;101,99; ;17305;19.04.2013 16:42:00;113,09; ;20952;13.05.2013 18:21:00;101,79; ;24448;30.05.2013 18:31:00;104,8; ;27587;14.06.2013 10:08:00;106,91; ;
10415;11.03.2013 17:52:00;102; ;17400;19.04.2013 21:38:00;112,9; ;21201;14.05.2013 17:38:00;102,14; ;24465;30.05.2013 19:31:00;105,23; ;28573;19.06.2013 10:56:00;109,56; ;
10821;14.03.2013 13:02:00;104,43; ;17437;22.04.2013 10:10:00;111,55; ;21286;15.05.2013 10:45:00;102,12; ;24521;31.05.2013 10:00:00;104,67; ;29377;21.06.2013 13:42:00;112,96; ;
10864;14.03.2013 16:29:00;104,53; ;17554;22.04.2013 15:10:00;110,27; ;21315;15.05.2013 11:42:00;101,12; ;24599;31.05.2013 12:19:00;102,61; ;29558;21.06.2013 20:21:00;111,13; ;
10886;14.03.2013 17:35:00;104,08; ;17812;23.04.2013 13:44:00;111,72; ;21502;15.05.2013 23:16:00;100,64; ;25003;03.06.2013 13:47:00;101,94; ;30102;25.06.2013 13:14:00;111,6; ;
11026;15.03.2013 17:39:00;104,03; ;18245;24.04.2013 22:04:00;115,53; ;21604;16.05.2013 13:55:00;100,55; ;25169;03.06.2013 19:13:00;101,43; ;30289;25.06.2013 20:58:00;111,11; ;
11292;18.03.2013 19:18:00;108,48; ;18258;24.04.2013 23:15:00;115,36; ;21655;16.05.2013 16:35:00;100,89; ;25287;04.06.2013 11:15:00;99,54; ;30395;26.06.2013 12:22:00;109,31; ;
11407;19.03.2013 12:41:00;107,09; ;18435;25.04.2013 17:17:00;114,16; ;21676;16.05.2013 17:31:00;100,83; ;25445;04.06.2013 16:51:00;98,2; ;30822;27.06.2013 17:20:00;110,5; ;
11487;19.03.2013 15:34:00;105,56; ;18662;26.04.2013 14:12:00;115,13; ;21844;17.05.2013 14:31:00;99,62; ;25741;05.06.2013 14:47:00;99,84; ;30933;27.06.2013 21:57:00;109,5; ;
11567;19.03.2013 19:31:00;104,73; ;18759;26.04.2013 18:33:00;114,46; ;22180;20.05.2013 17:57:00;101,65; ;25815;05.06.2013 17:44:00;99,99; ;31169;28.06.2013 17:05:00;108,75; ;
11661;20.03.2013 10:16:00;104,57; ;18866;29.04.2013 10:35:00;113,89; ;22237;20.05.2013 22:57:00;101,24; ;26028;06.06.2013 13:24:00;100,5; ;31331;01.07.2013 10:59:00;107,32; ;
11766;20.03.2013 14:24:00;105,41; ;18950;29.04.2013 13:48:00;112,84; ;22337;21.05.2013 13:40:00;101; ;26136;06.06.2013 17:14:00;99,66; ;31710;02.07.2013 14:55:00;107,69; ;
11781;20.03.2013 15:12:00;104,71; ;19162;30.04.2013 11:39:00;112,31; ;22393;21.05.2013 16:18:00;99,92; ;26311;07.06.2013 10:40:00;98,46; ;32143;03.07.2013 23:06:00;108,49; ;
11950;21.03.2013 11:05:00;106,19; ;19733;03.05.2013 14:09:00;118,18; ;22828;23.05.2013 10:01:00;100,6; ;26806;10.06.2013 17:57:00;100,1; ;32261;04.07.2013 15:05:00;107,62; ;
11975;21.03.2013 11:58:00;106,08; ;19799;03.05.2013 17:17:00;116,96; ;23164;24.05.2013 10:56:00;102,43; ;27562;13.06.2013 22:38:00;106,27; ;32366;04.07.2013 20:12:00;106,27; ;
12021;21.03.2013 13:49:00;105,62; ;19936;06.05.2013 12:10:00;117,69; ;23205;24.05.2013 12:17:00;100,12; ;28252;18.06.2013 10:14:00;109,68; ;32582;05.07.2013 17:41:00;105,43; ;
12390;25.03.2013 10:19:00;107,35; ;20042;06.05.2013 17:31:00;117,67; ;23434;24.05.2013 22:14:00;100,66; ;28313;18.06.2013 12:23:00;108,51; ;32957;09.07.2013 10:35:00;105,33; ;
12470;25.03.2013 17:06:00;106,1; ;20115;07.05.2013 10:05:00;116,91; ;23557;27.05.2013 13:59:00;99,43; ;28536;18.06.2013 22:46:00;108,8; ;33094;09.07.2013 17:09:00;104,33; ;
12607;26.03.2013 10:47:00;107,77; ;20185;07.05.2013 12:59:00;115,96; ;23698;28.05.2013 10:13:00;98,06; ;29357;21.06.2013 12:59:00;113,79; ;33498;11.07.2013 12:12:00;103,64; ;
12707;26.03.2013 14:07:00;107,91; ;20417;08.05.2013 13:15:00;117,7; ;23880;28.05.2013 19:38:00;97,78; ;29539;21.06.2013 19:49:00;112,05; ;34438;16.07.2013 19:40:00;110,09; ;
12845;26.03.2013 20:11:00;109,04; ;20506;08.05.2013 18:38:00;116,32; ;24327;30.05.2013 14:37:00;101,36; ;29694;24.06.2013 11:02:00;111,56; ;34646;17.07.2013 16:53:00;108,79; ;
12935;27.03.2013 12:05:00;108,86; ;20609;10.05.2013 13:09:00;115,2; ;24363;30.05.2013 15:55:00;101,89; ;29726;24.06.2013 12:07:00;111,75; ;34885;18.07.2013 13:21:00;106,62; ;
13104;27.03.2013 18:26:00;109,31; ;20922;13.05.2013 17:20:00;116,85; ;24507;30.05.2013 22:07:00;101,5; ;30071;25.06.2013 12:05:00;113,41; ;35200;19.07.2013 13:34:00;106,01; ;
13199;28.03.2013 10:15:00;108,42; ;21162;14.05.2013 15:47:00;117,33; ;24597;31.05.2013 12:17:00;99,7; ;30257;25.06.2013 18:44:00;113,32; ;35475;22.07.2013 11:47:00;106,2; ;
13243;28.03.2013 11:40:00;106,83; ;21260;14.05.2013 23:00:00;117,37; ;24834;31.05.2013 22:26:00;99,9; ;30384;26.06.2013 12:04:00;111,43; ;35831;23.07.2013 15:21:00;106,92; ;
13405;28.03.2013 17:43:00;107,87; ;21311;15.05.2013 11:34:00;116,51; ;24874;03.06.2013 10:19:00;98,43; ;30799;27.06.2013 16:41:00;112,96; ;35910;23.07.2013 19:01:00;105,1; ;
13427;28.03.2013 18:28:00;107,44; ;21481;15.05.2013 21:57:00;115,96; ;24981;03.06.2013 13:06:00;96,32; ;30910;27.06.2013 20:44:00;112,38; ;36220;24.07.2013 18:44:00;105,47; ;
13518;29.03.2013 12:16:00;107,78; ;21554;16.05.2013 11:46:00;115,2; ;25139;03.06.2013 18:05:00;95,99; ;31148;28.06.2013 16:23:00;112,09; ;36319;25.07.2013 10:53:00;105,91; ;
13623;29.03.2013 23:08:00;107,72; ;21618;16.05.2013 14:42:00;114,89; ;25266;04.06.2013 10:38:00;94,53; ;31298;28.06.2013 23:20:00;111,33; ;36354;25.07.2013 12:06:00;106,06; ;
